tenant-a,tenant-b,tenant-c,tenant-d
1.0000,0.7776,0.8888,0.9994
0.7776,1.0000,0.6850,0.7750
0.8888,0.6850,1.0000,0.8896
0.9994,0.7750,0.8896,1.0000
