tenant-a,tenant-b,tenant-c,tenant-d
1.0000,0.8942,0.9966,0.9976
0.8942,1.0000,0.9002,0.8976
0.9966,0.9002,1.0000,0.9970
0.9976,0.8976,0.9970,1.0000
