tenant-a,tenant-b,tenant-c,tenant-d
1.0000,0.9790,0.9970,0.9968
0.9790,1.0000,0.9770,0.9766
0.9970,0.9770,1.0000,0.9976
0.9968,0.9766,0.9976,1.0000
