tenant-a,tenant-b,tenant-c,tenant-d
1.0000,0.9803,0.9971,0.9967
0.9803,1.0000,0.9740,0.9800
0.9971,0.9740,1.0000,0.9971
0.9967,0.9800,0.9971,1.0000
