tenant-a,tenant-b,tenant-c,tenant-d
1.0000,0.9634,0.9907,0.9963
0.9634,1.0000,0.9564,0.9879
0.9907,0.9564,1.0000,0.9874
0.9963,0.9879,0.9874,1.0000
