tenant-a,tenant-b,tenant-c,tenant-d
1.0000,0.7618,0.9995,0.9982
0.7618,1.0000,0.7631,0.7628
0.9995,0.7631,1.0000,0.9991
0.9982,0.7628,0.9991,1.0000
