tenant-a,tenant-b,tenant-c,tenant-d
1.0000,0.9355,0.9890,0.9922
0.9355,1.0000,0.9412,0.9475
0.9890,0.9412,1.0000,0.9927
0.9922,0.9475,0.9927,1.0000
