tenant-a,tenant-b,tenant-c,tenant-d
1.0000,0.9933,0.9897,0.9946
0.9933,1.0000,0.9817,0.9929
0.9897,0.9817,1.0000,0.9876
0.9946,0.9929,0.9876,1.0000
