tenant-a,tenant-b,tenant-c,tenant-d
1.0000,0.9874,0.9892,0.9956
0.9874,1.0000,0.9724,0.9916
0.9892,0.9724,1.0000,0.9866
0.9956,0.9916,0.9866,1.0000
