tenant-a,tenant-b,tenant-c,tenant-d
1.0000,0.9004,0.9971,0.9950
0.9004,1.0000,0.9046,0.9043
0.9971,0.9046,1.0000,0.9971
0.9950,0.9043,0.9971,1.0000
