tenant-a,tenant-b,tenant-c,tenant-d
1.0000,0.1656,0.4732,0.3883
0.1656,1.0000,0.2162,0.2489
0.4732,0.2162,1.0000,0.5685
0.3883,0.2489,0.5685,1.0000
