tenant-a,tenant-b,tenant-c,tenant-d
1.0000,0.5622,0.3999,0.2123
0.5622,1.0000,0.5536,0.7256
0.3999,0.5536,1.0000,0.4990
0.2123,0.7256,0.4990,1.0000
