tenant-a,tenant-b,tenant-c,tenant-d
1.0000,0.1607,0.4739,0.3460
0.1607,1.0000,0.3742,0.2131
0.4739,0.3742,1.0000,0.4620
0.3460,0.2131,0.4620,1.0000
