tenant-a,tenant-b,tenant-c,tenant-d
1.0000,0.4000,0.4531,0.5090
0.4000,1.0000,0.2882,0.3586
0.4531,0.2882,1.0000,0.4579
0.5090,0.3586,0.4579,1.0000
