tenant-a,tenant-b,tenant-c,tenant-d
1.0000,0.3157,0.2327,0.2876
0.3157,1.0000,0.2664,0.1907
0.2327,0.2664,1.0000,0.2342
0.2876,0.1907,0.2342,1.0000
