tenant-a,tenant-b,tenant-c,tenant-d
1.0000,0.1413,0.1710,0.1782
0.1413,1.0000,0.1242,0.1682
0.1710,0.1242,1.0000,0.1654
0.1782,0.1682,0.1654,1.0000
