tenant-a,tenant-b,tenant-c,tenant-d
1.0000,0.6630,0.1988,0.1939
0.6630,1.0000,0.5123,0.2921
0.1988,0.5123,1.0000,0.4134
0.1939,0.2921,0.4134,1.0000
