tenant-a,tenant-b,tenant-c,tenant-d
1.0000,0.2488,0.4036,0.3684
0.2488,1.0000,0.2397,0.1564
0.4036,0.2397,1.0000,0.4858
0.3684,0.1564,0.4858,1.0000
