tenant-a,tenant-b,tenant-c,tenant-d
1.0000,0.4741,0.4260,0.5299
0.4741,1.0000,0.7220,0.2925
0.4260,0.7220,1.0000,0.6124
0.5299,0.2925,0.6124,1.0000
