tenant-a,tenant-b,tenant-c,tenant-d
1.0000,0.1575,0.1155,0.4612
0.1575,1.0000,0.1178,0.1741
0.1155,0.1178,1.0000,0.2059
0.4612,0.1741,0.2059,1.0000
