,value
count,246.0
mean,8673.450018452404
std,976.7668569686138
min,6018.166666666665
25%,8078.710492650367
50%,8727.771752676796
75%,9188.011459503297
max,13451.598693537364
skewness,1.0130762423226378
kurtosis,4.304742648317759
median,8727.771752676796
iqr,1109.3009668529303
cv,0.11261572441076884
