,value
count,187.0
mean,27430419.706049915
std,3269614.8696469865
min,9460921.777179489
25%,25645836.991142705
50%,28188857.857564896
75%,29098995.691237047
max,32619173.163179845
skewness,-1.7616618288444188
kurtosis,6.237429444512841
median,28188857.857564896
iqr,3453158.700094342
cv,0.11919667670727827
