,value
count,244.0
mean,7.8665753099046505
std,1.8014496481253477
min,0.1604757715923433
25%,7.822411876676228
50%,8.449765955052067
75%,8.784857005040708
max,9.916972306142696
skewness,-2.3519778148410486
kurtosis,5.413236178388166
median,8.449765955052067
iqr,0.9624451283644797
cv,0.22900049604269063
