,value
count,187.0
mean,10598.28165652439
std,3755.9979190196973
min,225.0916666666667
25%,9203.673201270813
50%,10858.438950763895
75%,12492.789315600392
max,19485.344779640614
skewness,-0.6818734271524775
kurtosis,0.9232079474297086
median,10858.438950763895
iqr,3289.1161143295794
cv,0.3543968768472457
