,value
count,187.0
mean,2.693520843147423
std,0.3085400004277312
min,0.7179193702696551
25%,2.5855046477734174
50%,2.750653258254281
75%,2.8574809451620586
max,3.1610352137740576
skewness,-3.1764220407267145
kurtosis,16.568751229668884
median,2.750653258254281
iqr,0.27197629738864126
cv,0.11454895595580289
