,value
count,187.0
mean,1952888.41607126
std,632148.9583291988
min,525.1131153183414
25%,1855708.4787480966
50%,2060847.098111473
75%,2208546.2123164106
max,3756445.5479198257
skewness,-1.1580700418602994
kurtosis,4.331034478019888
median,2060847.098111473
iqr,352837.733568314
cv,0.3236994766966409
