,value
count,189.0
mean,1746994103.1859205
std,346.0447985906751
min,1746993508.714
25%,1746993806.093
50%,1746994103.466
75%,1746994401.052
max,1746994696.604
skewness,-0.0038903558259397804
kurtosis,-1.2008609327054411
median,1746994103.466
iqr,594.9590001106262
cv,1.98080118278366e-07
