,value
count,93.0
mean,2923463140.4731183
std,165249700.51391175
min,2570489856.0
25%,2783752192.0
50%,2918526976.0
75%,3074035712.0
max,3176443904.0
skewness,-0.16739199989932466
kurtosis,-1.1326215842758884
median,2918526976.0
iqr,290283520.0
cv,0.05652532375939879
