,value
count,187.0
mean,54617008.48513664
std,5994385.301168594
min,19464507.783845853
25%,51788194.76486443
50%,56044880.46939237
75%,57958010.9334024
max,65655881.568559
skewness,-2.1036665499847524
kurtosis,8.944656422970704
median,56044880.46939237
iqr,6169816.168537967
cv,0.10975308731528005
