,value
count,190.0
mean,0.20530000219266747
std,0.1683566081837551
min,0.0
25%,0.119199263498036
50%,0.1327188928939766
75%,0.1562697849091898
max,0.6483162074703172
skewness,1.3372406190336206
kurtosis,0.41161869675288143
median,0.1327188928939766
iqr,0.0370705214111538
cv,0.8200516628624185
