,value
count,246.0
mean,inf
std,
min,0.4925331657922002
25%,0.6212898575344954
50%,0.6569324758679149
75%,0.7120187598974811
max,inf
skewness,
kurtosis,
median,0.6569324758679149
iqr,0.0907289023629857
cv,
