,value
count,187.0
mean,10848489.63631648
std,7900989.892500545
min,502859.0933333334
25%,7621069.621916862
50%,8899516.246895483
75%,10746947.55111876
max,42264613.89980048
skewness,2.43059465971177
kurtosis,6.089912556481078
median,8899516.246895483
iqr,3125877.9292018972
cv,0.7283032161501206
