,value
count,245.0
mean,0.2547142896415353
std,0.19392589899678644
min,0.0
25%,0.0
50%,0.4038101694915254
75%,0.4067796610169491
max,0.4068272394556308
skewness,-0.5292312924106815
kurtosis,-1.6924410921915687
median,0.4038101694915254
iqr,0.4067796610169491
cv,0.7613467594209276
