,value
count,187.0
mean,115134.87807231034
std,13048.751241438582
min,41133.85581255677
25%,108891.82908348866
50%,118041.10280293082
75%,122776.99262630453
max,132830.4509592861
skewness,-2.5514822095952705
kurtosis,10.848390730689072
median,118041.10280293082
iqr,13885.163542815877
cv,0.11333447743995809
