,t_statistic,p_value,is_significant,effect_size,effect_magnitude,mean_difference,percent_change
2 - Attack_vs_3 - Recovery,-1.0854844255826144,0.30310524539097083,False,1.2186246621583872,large,81.64073293862737,14.877232596876846
