,value
count,93.0
mean,1.6489038384891652
std,0.12832063989259662
min,0.7999999999999999
25%,1.6515151515151514
50%,1.6733333333333331
75%,1.687878787878788
max,1.687878787878788
skewness,-6.3142994159211865
kurtosis,39.094925467134345
median,1.6733333333333331
iqr,0.0363636363636366
cv,0.07782178493208705
