,value
count,5.0
mean,0.02500379066615348
std,0.0006216092479627174
min,0.0244100307138565
25%,0.0244732574093104
50%,0.024813417744128
75%,0.025586422850264
max,0.0257358246132085
skewness,0.261253141571543
kurtosis,-1.7290516809663437
median,0.024813417744128
iqr,0.0011131654409535993
cv,0.024860600389050694
