,value
count,246.0
mean,1384174733.5284553
std,677919896.3868146
min,48377856.0
25%,795582464.0
50%,1402996736.0
75%,1915158528.0
max,2639765504.0
skewness,-0.056653395097594664
kurtosis,-1.1026652532754428
median,1402996736.0
iqr,1119576064.0
cv,0.48976468069078377
