,t_statistic,p_value,is_significant,effect_size,effect_magnitude,mean_difference,percent_change
2 - Attack_vs_3 - Recovery,2.4884607984419054,0.0313009370808204,True,1.1531058246475379,large,-843.3997209514773,-26.094029060952188
