,value
count,244.0
mean,52541581.3628484
std,10988725.053198542
min,1332303.4388013568
25%,51095409.64652736
50%,55194173.67089997
75%,58339641.20975244
max,66166281.97564852
skewness,-2.461377752678307
kurtosis,6.659257344251108
median,55194173.67089997
iqr,7244231.563225083
cv,0.20914340162910577
