,value
count,187.0
mean,0.9518595084905075
std,0.11740879624934047
min,0.1566085656370243
25%,0.9108939851105171
50%,0.9761562870851128
75%,1.016898780903152
max,1.083734467915323
skewness,-3.794116068526584
kurtosis,20.33448392183896
median,0.9761562870851128
iqr,0.10600479579263489
cv,0.12334677040263169
