,value
count,246.0
mean,85349.21871535965
std,9838.653455503267
min,57986.21090167575
25%,79597.12433004317
50%,85430.02549523578
75%,89979.07439558362
max,120262.28455283356
skewness,0.7061712783899575
kurtosis,1.8863978434622206
median,85430.02549523578
iqr,10381.950065540455
cv,0.11527526090561248
