,value
count,11.0
mean,6.614997311113741
std,2.6613321258482596
min,0.7289074532583862
25%,5.339660313533377
50%,7.669791764511884
75%,8.162554956785044
max,9.979878534692885
skewness,-0.7964509326703798
kurtosis,0.1814400211990721
median,7.669791764511884
iqr,2.822894643251667
cv,0.4023179452207792
