,value
count,189.0
mean,1746994103.1996772
std,346.02526086709
min,1746993509.039
25%,1746993806.093
50%,1746994103.466
75%,1746994401.052
max,1746994696.604
skewness,-0.003767398568994787
kurtosis,-1.2009263711281053
median,1746994103.466
iqr,594.9590001106262
cv,1.980689346537194e-07
