,value
count,11.0
mean,383.9793254197996
std,146.11492928399537
min,52.06993209115292
25%,319.96587420329297
50%,434.2235705155412
75%,474.25406597405333
max,571.6611796969404
skewness,-0.9069845226344494
kurtosis,0.4418726690771444
median,434.2235705155412
iqr,154.28819177076036
cv,0.380528115997521
