,value
count,246.0
mean,0.20326392839103052
std,0.06662244519790944
min,0.1392869415465681
25%,0.17708385489838532
50%,0.184861714724734
75%,0.19659828696091927
max,0.643572175570232
skewness,4.021606150989105
kurtosis,18.375022321862037
median,0.184861714724734
iqr,0.01951443206253395
cv,0.327763247150001
