,value
count,190.0
mean,1.6622609249139388
std,0.06661768995547136
min,0.7999999999999999
25%,1.6515151515151514
50%,1.6701171990871062
75%,1.687878787878788
max,1.687925401991624
skewness,-11.489803525847504
kurtosis,146.305628897999
median,1.6701171990871062
iqr,0.0363636363636366
cv,0.04007655414201618
