,value
count,187.0
mean,104801603.70609146
std,13917391.639881328
min,33820179.59400279
25%,96405784.19796172
50%,107432786.01595624
75%,114592049.52184251
max,125653753.1068364
skewness,-1.5888381690647246
kurtosis,4.613349870826017
median,107432786.01595624
iqr,18186265.32388079
cv,0.13279750640945961
