,value
count,244.0
mean,216.46853749293987
std,16.82259739024411
min,111.13642434702764
25%,206.11486779295268
50%,218.38504841568965
75%,228.62008590368657
max,246.3934097051332
skewness,-1.6185449448792457
kurtosis,6.557665115476945
median,218.38504841568965
iqr,22.505218110733892
cv,0.07771382199499906
