,value
count,93.0
mean,1746996805.8131392
std,171.47757752915447
min,1746996508.91
25%,1746996661.018
50%,1746996806.175
75%,1746996951.488
max,1746997097.524
skewness,-0.010003134064887216
kurtosis,-1.1895762076434206
median,1746996806.175
iqr,290.47000002861023
cv,9.815563311768064e-08
