,value
count,246.0
mean,0.02536245557538899
std,0.009066017720422174
min,0.0126174765432777
25%,0.0179330993108986
50%,0.0234072478174367
75%,0.0325569786539358
max,0.0510284464449357
skewness,0.5444609766098653
kurtosis,-0.48650286799790043
median,0.0234072478174367
iqr,0.014623879343037202
cv,0.35745820011290946
