,value
count,190.0
mean,275004027.95789474
std,630871.5380618357
min,273215488.0
25%,274519040.0
50%,275017728.0
75%,275526144.0
max,276240384.0
skewness,-0.272116897120044
kurtosis,-0.5436923346843714
median,275017728.0
iqr,1007104.0
cv,0.0022940447190774494
