,value
count,246.0
mean,2.015283052945093
std,0.14303371588825448
min,1.5518683888255194
25%,1.9202739779115752
50%,2.0509501154835794
75%,2.1301216060181716
max,2.2411725177171866
skewness,-0.7793230054603368
kurtosis,-0.02742163176073298
median,2.0509501154835794
iqr,0.2098476281065964
cv,0.07097450438995553
