,value
count,93.0
mean,2197095.663168355
std,167279.36598912007
min,1727337.90871308
25%,2088979.7315961577
50%,2208981.7625307366
75%,2310301.5738813444
max,2672155.479417989
skewness,-0.09078395012738347
kurtosis,0.37280765765088475
median,2208981.7625307366
iqr,221321.84228518675
cv,0.07613658740188506
