,value
count,93.0
mean,2.0830933802697182
std,0.14677012736769088
min,1.694624688156514
25%,1.9840365846752928
50%,2.0984024545343294
75%,2.2304727445325363
max,2.2568893453742103
skewness,-0.6677565250682997
kurtosis,-0.32789649157932566
median,2.0984024545343294
iqr,0.24643615985724354
cv,0.07045777628494367
