,value
count,246.0
mean,0.05090078397605716
std,0.019800626463290553
min,0.0240515735037139
25%,0.0342207395744078
50%,0.046051890995264105
75%,0.060805579383028274
max,0.0889131541476863
skewness,0.7101728671430829
kurtosis,-0.7600585406824893
median,0.046051890995264105
iqr,0.026584839808620475
cv,0.3890043515362047
