,value
count,187.0
mean,3954779.345840991
std,1214644.7854389776
min,3541.061309021373
25%,3737989.0886182296
50%,4169108.3956977176
75%,4433844.5573562635
max,7809923.058740574
skewness,-0.9846939449250887
kurtosis,4.761242259910154
median,4169108.3956977176
iqr,695855.4687380339
cv,0.3071333895572071
