,value
count,93.0
mean,276530517.3333333
std,697968.6481114684
min,274552832.0
25%,275974144.0
50%,276611072.0
75%,277032960.0
max,277901312.0
skewness,-0.5558080995397628
kurtosis,0.017628933545894565
median,276611072.0
iqr,1058816.0
cv,0.0025240203317962494
