,value
count,190.0
mean,0.06051570513979983
std,0.0698762219371155
min,0.0
25%,0.022560042171243203
50%,0.0249601924568362
75%,0.0308496849591515
max,0.261657816588319
skewness,1.4358817579835257
kurtosis,0.4795885406013225
median,0.0249601924568362
iqr,0.008289642787908297
cv,1.1546791328910662
