,value
count,93.0
mean,1746996805.8131392
std,171.47757750203536
min,1746996508.9100003
25%,1746996661.0180001
50%,1746996806.175
75%,1746996951.4879997
max,1746997097.5239997
skewness,-0.010003134412224383
kurtosis,-1.1895762083721833
median,1746996806.175
iqr,290.46999955177307
cv,9.815563310215738e-08
