,value
count,246.0
mean,36123.89986369557
std,2857.4376102022397
min,28345.113568994457
25%,34174.55137495631
50%,36451.033262479905
75%,38273.17835157873
max,41723.84554302486
skewness,-0.44463345644310287
kurtosis,-0.32173545531532444
median,36451.033262479905
iqr,4098.626976622421
cv,0.07910102787860834
