,t_statistic,p_value,is_significant,effect_size,effect_magnitude,mean_difference,percent_change
2 - Attack_vs_3 - Recovery,2.104038135076794,0.06071772057882404,False,0.9910869208274683,large,-1.5773030026016537,-22.968428513804433
