PC1,PC2,PC3,PC4
-2.46,-0.70,-0.00,-0.00
-2.44,-0.64,-0.00,-0.00
-2.41,-0.56,-0.00,-0.00
-2.38,-0.47,-0.00,-0.00
-2.35,-0.43,-0.00,-0.00
-2.32,-0.31,-0.00,-0.00
-2.30,-0.35,-0.00,-0.00
-2.27,-0.31,-0.00,-0.00
-2.24,-0.19,-0.00,-0.00
-2.21,-0.27,-0.00,-0.00
-2.19,-0.28,-0.00,-0.00
-2.16,-0.24,-0.00,-0.00
-2.14,-0.30,-0.00,-0.00
-2.11,-0.24,-0.00,-0.00
-2.09,-0.30,-0.00,-0.00
-2.06,-0.29,-0.00,-0.00
-2.04,-0.23,-0.00,-0.00
-2.01,-0.26,-0.00,-0.00
-1.98,-0.28,-0.00,-0.00
-1.96,-0.27,-0.00,-0.00
-1.93,-0.32,-0.00,-0.00
-1.91,-0.31,-0.00,-0.00
-1.88,-0.36,-0.00,-0.00
-1.85,-0.35,-0.00,-0.00
-1.82,-0.31,-0.00,-0.00
-1.80,-0.46,-0.00,-0.00
-1.77,-0.36,-0.00,-0.00
-1.74,-0.24,-0.00,-0.00
-1.72,-0.32,-0.00,-0.00
-1.69,-0.28,-0.00,-0.00
-1.67,-0.31,-0.00,-0.00
-1.64,-0.34,-0.00,-0.00
-1.61,-0.38,-0.00,-0.00
-1.59,-0.32,-0.00,-0.00
-1.56,-0.42,-0.00,-0.00
-1.53,-0.33,-0.00,-0.00
-1.51,-0.44,-0.00,-0.00
-1.48,-0.38,-0.00,-0.00
-1.45,-0.25,-0.00,-0.00
-1.43,-0.34,-0.00,-0.00
-1.40,-0.39,-0.00,-0.00
-1.38,-0.32,-0.00,-0.00
-1.35,-0.34,-0.00,-0.00
-1.32,-0.33,-0.00,-0.00
-1.30,-0.31,-0.00,-0.00
-1.27,-0.38,-0.00,-0.00
-1.24,-0.30,-0.00,-0.00
-1.22,-0.31,-0.00,-0.00
-1.19,-0.38,-0.00,-0.00
-1.16,-0.29,-0.00,-0.00
-1.14,-0.39,-0.00,-0.00
-1.11,-0.34,-0.00,-0.00
-1.09,-0.33,-0.00,-0.00
-1.06,-0.44,-0.00,-0.00
-1.03,-0.35,-0.00,-0.00
-1.01,-0.32,-0.00,-0.00
-0.98,-0.39,-0.00,-0.00
-0.95,-0.34,-0.00,-0.00
-0.93,-0.29,-0.00,-0.00
-0.90,-0.26,-0.00,-0.00
-0.87,-0.32,-0.00,-0.00
-0.85,-0.42,-0.00,-0.00
-0.83,-0.42,-0.00,-0.00
-0.80,-0.33,-0.00,-0.00
-0.77,-0.43,-0.00,-0.00
-0.75,-0.34,-0.00,-0.00
-0.72,-0.46,-0.00,-0.00
-0.69,-0.34,-0.00,-0.00
-0.67,-0.29,-0.00,-0.00
-0.64,-0.39,-0.00,-0.00
-0.62,-0.40,-0.00,-0.00
-0.59,-0.36,-0.00,-0.00
-0.56,-0.38,-0.00,-0.00
-0.54,-0.42,-0.00,-0.00
-0.51,-0.36,-0.00,-0.00
-0.48,-0.41,-0.00,-0.00
-0.46,-0.38,-0.00,-0.00
-0.44,-0.48,-0.00,-0.00
-0.40,-0.33,0.00,-0.00
-0.38,-0.29,-0.00,-0.00
-0.35,-0.39,-0.00,-0.00
-0.32,-0.37,-0.00,-0.00
-0.30,-0.37,-0.00,-0.00
-0.28,-0.43,-0.00,-0.00
-0.25,-0.45,-0.00,-0.00
-0.22,-0.36,-0.00,-0.00
-0.20,-0.39,-0.00,-0.00
-0.17,-0.36,-0.00,-0.00
-0.14,-0.35,-0.00,-0.00
-0.11,-0.29,0.00,-0.00
-0.08,-0.28,-0.00,-0.00
-0.07,-0.43,-0.00,-0.00
-0.04,-0.37,0.00,-0.00
-0.01,-0.35,-0.00,0.00
0.02,-0.36,0.00,0.00
0.04,-0.38,-0.00,0.00
0.06,-0.42,-0.00,0.00
0.09,-0.40,0.00,0.00
0.12,-0.37,-0.00,0.00
0.14,-0.40,-0.00,0.00
0.17,-0.39,-0.00,0.00
0.20,-0.34,-0.00,0.00
0.22,-0.50,-0.00,0.00
0.25,-0.38,-0.00,0.00
0.28,-0.38,-0.00,0.00
0.30,-0.48,0.00,0.00
0.33,-0.37,-0.00,0.00
0.35,-0.45,0.00,0.00
0.38,-0.39,0.00,0.00
0.41,-0.40,0.00,0.00
0.43,-0.40,0.00,0.00
0.46,-0.37,0.00,0.00
0.49,-0.38,0.00,0.00
0.51,-0.42,0.00,0.00
0.54,-0.39,-0.00,0.00
0.56,-0.49,-0.00,0.00
0.59,-0.45,0.00,0.00
0.62,-0.40,-0.00,0.00
0.64,-0.47,0.00,0.00
0.67,-0.45,-0.00,0.00
0.70,-0.35,0.00,0.00
0.72,-0.45,0.00,0.00
0.75,-0.41,0.00,0.00
0.77,-0.52,0.00,0.00
0.79,-0.52,0.00,0.00
0.82,-0.47,0.00,0.00
0.85,-0.54,0.00,0.00
0.87,-0.48,0.00,0.00
0.90,-0.43,0.00,0.00
0.93,-0.46,0.00,0.00
0.96,-0.37,0.00,0.00
0.99,-0.37,0.00,0.00
1.01,-0.40,0.00,0.00
1.04,-0.44,0.00,0.00
1.06,-0.42,0.00,0.00
1.08,-0.52,0.00,0.00
1.11,-0.41,0.00,0.00
1.14,-0.54,0.00,0.00
1.17,-0.43,0.00,0.00
1.19,-0.39,0.00,0.00
1.22,-0.39,-0.00,0.00
1.25,-0.36,0.00,0.00
1.27,-0.41,0.00,0.00
1.29,-0.43,0.00,0.00
1.32,-0.48,0.00,0.00
1.35,-0.48,0.00,0.00
1.37,-0.44,0.00,0.00
1.40,-0.42,0.00,0.00
1.43,-0.45,0.00,0.00
1.45,-0.42,0.00,0.00
1.48,-0.35,0.00,0.00
1.50,-0.51,0.00,0.00
1.53,-0.40,0.00,0.00
1.55,-0.46,0.00,0.00
1.58,-0.44,0.00,0.00
1.61,-0.42,0.00,0.00
1.63,-0.49,0.00,0.00
1.66,-0.43,0.00,0.00
1.69,-0.41,0.00,0.00
1.71,-0.50,0.00,0.00
1.74,-0.40,0.00,0.00
1.77,-0.34,0.00,0.00
1.79,-0.48,0.00,0.00
1.82,-0.38,0.00,0.00
1.84,-0.49,0.00,0.00
1.87,-0.48,0.00,0.00
1.90,-0.43,0.00,0.00
1.92,-0.55,0.00,0.00
1.95,-0.43,0.00,0.00
1.97,-0.43,0.00,0.00
2.00,-0.45,0.00,0.00
2.03,-0.41,0.00,0.00
2.05,-0.46,0.00,0.00
2.08,-0.46,0.00,0.00
2.11,-0.45,0.00,0.00
2.13,-0.56,0.00,0.00
2.15,-0.46,0.00,0.00
2.18,-0.44,0.00,0.00
2.21,-0.51,0.00,0.00
2.23,-0.43,0.00,0.00
2.26,-0.50,0.00,0.00
2.29,-0.52,0.00,0.00
2.31,-0.40,0.00,0.00
2.34,-0.45,0.00,0.00
2.36,-0.46,0.00,0.00
2.39,-0.44,0.00,0.00
2.41,-0.52,0.00,0.00
-2.44,-0.04,-0.00,-0.00
-2.41,-0.03,-0.00,-0.00
-2.37,0.33,-0.00,-0.00
-2.33,0.70,-0.00,-0.00
-2.30,0.98,-0.00,-0.00
-2.26,1.19,-0.00,-0.00
-2.23,1.45,-0.00,-0.00
-2.20,1.54,-0.00,-0.00
-2.16,1.79,-0.00,-0.00
-2.14,1.77,-0.00,-0.00
-2.12,1.70,-0.00,-0.00
-2.09,1.81,-0.00,-0.00
-2.07,1.56,-0.00,-0.00
-2.04,1.57,-0.00,-0.00
-2.03,1.14,0.00,-0.00
-2.01,1.11,-0.00,-0.00
-1.97,1.53,-0.00,-0.00
-1.95,1.39,-0.00,-0.00
-1.92,1.39,-0.00,-0.00
-1.89,1.60,-0.00,-0.00
-1.86,1.46,-0.00,-0.00
-1.84,1.49,-0.00,-0.00
-1.82,1.30,-0.00,-0.00
-1.80,1.13,-0.00,-0.00
-1.76,1.43,-0.00,-0.00
-1.74,1.14,-0.00,-0.00
-1.71,1.18,-0.00,-0.00
-1.68,1.40,-0.00,-0.00
-1.66,1.16,-0.00,-0.00
-1.64,1.26,-0.00,-0.00
-1.60,1.40,-0.00,-0.00
-1.58,1.37,-0.00,-0.00
-1.54,1.58,-0.00,-0.00
-1.52,1.60,-0.00,-0.00
-1.48,1.71,-0.00,-0.00
-1.47,1.49,-0.00,-0.00
-1.44,1.30,-0.00,-0.00
-1.42,1.28,-0.00,-0.00
-1.38,1.57,-0.00,-0.00
-1.36,1.39,-0.00,-0.00
-1.34,1.37,-0.00,-0.00
-1.31,1.44,-0.00,-0.00
-1.29,1.31,-0.00,-0.00
-1.25,1.61,-0.00,-0.00
-1.22,1.66,-0.00,-0.00
-1.22,0.96,-0.00,-0.00
-1.19,1.17,-0.00,-0.00
-1.18,0.72,-0.00,-0.00
-1.12,1.59,-0.00,-0.00
-1.09,1.58,-0.00,-0.00
-1.09,1.07,-0.00,-0.00
-1.04,1.52,-0.00,-0.00
-1.02,1.57,0.00,-0.00
-0.98,1.75,-0.00,-0.00
-0.98,1.11,-0.00,-0.00
-0.94,1.53,-0.00,-0.00
-0.91,1.42,-0.00,-0.00
-0.88,1.72,-0.00,-0.00
-0.87,1.20,-0.00,-0.00
-0.84,1.22,-0.00,-0.00
-0.80,1.61,0.00,-0.00
-0.79,1.30,-0.00,-0.00
-0.75,1.71,0.00,-0.00
-0.72,1.60,-0.00,-0.00
-0.70,1.45,-0.00,-0.00
-0.69,1.22,-0.00,-0.00
-0.66,1.12,-0.00,-0.00
-0.63,1.28,-0.00,-0.00
-0.60,1.49,-0.00,-0.00
-0.58,1.28,0.00,-0.00
-0.54,1.53,-0.00,-0.00
-0.52,1.56,-0.00,-0.00
-0.50,1.40,0.00,-0.00
-0.46,1.57,0.00,-0.00
-0.43,1.69,0.00,-0.00
-0.42,1.34,-0.00,-0.00
-0.39,1.34,-0.00,-0.00
-0.38,0.92,-0.00,-0.00
-0.34,1.44,0.00,-0.00
-0.31,1.45,-0.00,-0.00
-0.30,0.97,-0.00,-0.00
-0.27,1.11,-0.00,-0.00
-0.24,1.37,-0.00,-0.00
-0.21,1.43,0.00,-0.00
-0.18,1.40,-0.00,-0.00
-0.15,1.51,0.00,-0.00
-0.13,1.34,0.00,-0.00
-0.10,1.45,0.00,-0.00
-0.09,1.05,0.00,-0.00
-0.06,1.26,0.00,-0.00
-0.01,1.65,0.00,-0.00
-0.00,1.32,0.00,-0.00
0.03,1.44,0.00,-0.00
0.06,1.53,-0.00,-0.00
0.08,1.50,0.00,-0.00
0.10,1.33,-0.00,0.00
0.13,1.37,0.00,0.00
0.15,1.13,0.00,0.00
0.19,1.56,0.00,0.00
0.21,1.41,0.00,0.00
0.23,1.10,-0.00,0.00
0.27,1.65,0.00,0.00
