PC1,PC2,PC3,PC4
0.15,-0.95,-0.00,0.00
0.20,-0.96,-0.00,0.00
0.29,-0.54,0.00,-0.00
0.39,-0.22,-0.00,0.00
0.43,-0.22,-0.00,0.00
0.50,-0.14,-0.00,0.00
0.55,-0.15,-0.00,0.00
0.65,0.37,-0.00,0.00
0.57,-0.94,-0.00,0.00
0.62,-0.94,-0.00,0.00
0.67,-0.95,-0.00,0.00
0.76,-0.54,-0.00,0.00
0.81,-0.54,-0.00,0.00
0.91,-0.13,-0.00,0.00
0.96,-0.13,0.00,-0.00
1.06,0.27,-0.00,0.00
1.14,0.56,-0.00,0.00
1.19,0.55,-0.00,0.00
1.09,-0.89,-0.00,0.00
1.19,-0.42,-0.00,0.00
1.24,-0.43,-0.00,0.00
1.32,-0.22,-0.00,0.00
1.41,0.16,-0.00,0.00
1.47,0.15,-0.00,0.00
1.54,0.38,-0.00,0.00
1.50,-0.57,-0.00,0.00
1.55,-0.57,-0.00,0.00
1.58,-0.76,-0.00,0.00
1.63,-0.77,-0.00,0.00
1.73,-0.36,-0.00,0.00
1.80,-0.15,-0.00,0.00
1.85,-0.16,-0.00,0.00
1.95,0.25,-0.00,0.00
2.03,0.57,-0.00,0.00
2.08,0.56,-0.00,-0.00
2.00,-0.71,-0.00,0.00
2.05,-0.72,-0.00,-0.00
2.09,-0.78,-0.00,0.00
2.18,-0.38,-0.00,0.00
2.24,-0.38,-0.00,0.00
2.33,0.03,-0.00,0.00
2.43,0.42,-0.00,0.00
2.48,0.41,-0.00,0.00
-2.28,1.21,0.00,-0.00
-2.21,1.27,0.00,-0.00
-2.14,1.26,0.00,-0.00
-2.09,1.25,0.00,-0.00
-2.03,1.25,0.00,-0.00
-1.98,1.24,0.00,-0.00
-1.92,1.24,0.00,-0.00
-1.87,1.24,0.00,-0.00
-1.81,1.27,0.00,-0.00
-1.76,1.27,0.00,-0.00
-1.71,1.21,0.00,-0.00
-1.66,1.25,0.00,-0.00
-1.60,1.24,0.00,-0.00
-1.55,1.28,0.00,-0.00
-1.49,1.27,0.00,-0.00
-1.44,1.27,0.00,-0.00
-1.39,1.26,0.00,-0.00
-1.33,1.27,0.00,-0.00
-1.28,1.26,0.00,-0.00
-1.23,1.27,0.00,-0.00
-1.18,1.25,0.00,-0.00
-1.12,1.24,0.00,-0.00
-1.07,1.25,0.00,-0.00
-1.01,1.31,0.00,-0.00
-0.96,1.30,0.00,-0.00
-0.91,1.25,0.00,-0.00
-0.86,1.24,0.00,-0.00
-0.81,1.22,0.00,-0.00
-0.76,1.26,0.00,-0.00
-0.71,1.25,0.00,-0.00
-0.66,1.24,0.00,-0.00
-0.60,1.23,0.00,-0.00
-0.55,1.23,0.00,-0.00
-0.49,1.28,0.00,-0.00
-0.45,1.24,0.00,-0.00
-0.39,1.23,0.00,-0.00
-0.34,1.26,0.00,-0.00
-0.29,1.25,0.00,-0.00
-0.24,1.25,0.00,-0.00
-0.19,1.21,0.00,-0.00
-0.14,1.21,0.00,-0.00
-0.08,1.25,0.00,-0.00
-0.03,1.26,0.00,-0.00
0.02,1.26,-0.00,-0.00
0.07,1.24,0.00,-0.00
0.12,1.23,0.00,-0.00
0.18,1.23,0.00,-0.00
0.23,1.26,0.00,-0.00
0.28,1.26,-0.00,0.00
0.34,1.27,-0.00,-0.00
0.38,1.20,-0.00,0.00
0.43,1.20,-0.00,-0.00
0.48,1.25,0.00,-0.00
0.54,1.28,-0.00,0.00
0.59,1.27,-0.00,-0.00
0.65,1.24,-0.00,0.00
0.69,1.23,-0.00,0.00
0.75,1.25,-0.00,0.00
0.80,1.25,-0.00,0.00
0.85,1.25,-0.00,-0.00
0.90,1.20,-0.00,0.00
0.95,1.20,-0.00,-0.00
0.99,1.19,-0.00,0.00
1.06,1.26,-0.00,0.00
1.11,1.26,0.00,-0.00
1.16,1.23,-0.00,0.00
1.21,1.25,-0.00,0.00
1.26,1.25,-0.00,0.00
1.32,1.22,-0.00,0.00
1.37,1.25,-0.00,0.00
1.42,1.24,-0.00,0.00
1.47,1.20,-0.00,-0.00
1.53,1.25,-0.00,0.00
1.58,1.24,-0.00,0.00
1.63,1.24,-0.00,0.00
1.69,1.23,-0.00,0.00
1.74,1.22,-0.00,0.00
1.79,1.22,-0.00,0.00
1.84,1.21,-0.00,0.00
1.89,1.23,-0.00,0.00
1.94,1.23,-0.00,0.00
1.99,1.22,-0.00,0.00
2.04,1.17,-0.00,0.00
2.10,1.23,-0.00,0.00
2.15,1.23,-0.00,-0.00
2.20,1.22,-0.00,0.00
2.25,1.21,-0.00,-0.00
2.30,1.22,-0.00,0.00
2.35,1.20,-0.00,0.00
2.41,1.20,-0.00,0.00
2.46,1.20,-0.00,0.00
2.51,1.13,-0.00,0.00
2.55,1.12,-0.00,0.00
